"miRNAs"	"n_geneset"	"hyper_pval"	"OR"	"rFDRc_q"
"dme-miR-316-5p"	3	0.409197070753192	1.34130996517245	0.815265602949469
"dme-miR-986-3p"	1	0.424814861591096	1.86545454545455	0.815425681187854
"dme-miR-960-5p"	2	0.427703502739227	1.4182714351215	0.815535021701443
"dme-miR-9372-3p"	2	0.429099701594599	1.41415180612711	0.816837378983337
"dme-miR-12-5p"	2	0.429797205907773	1.412100456621	0.817266143477664
"dme-miR-4960-3p"	1	0.430611253689716	1.83142857142857	0.817882711476437
"dme-miR-308-3p"	2	0.44090231190786	1.38002680965147	0.818241073396696
"dme-miR-13a-3p"	2	0.44297278548889	1.3741655540721	0.818319953298161
"dme-miR-13b-3p"	2	0.44297278548889	1.3741655540721	0.818319953298161
"dme-miR-5-3p"	2	0.444351003984417	1.37028406569019	0.818579815725391
"dme-miR-960-3p"	1	0.447665390136198	1.73627118644068	0.818799240354594
"dme-miR-976-3p"	3	0.44972585727504	1.25312444992079	0.818838633471934
"dme-miR-985-3p"	6	0.450396180929475	1.16042363433668	0.81960811210981
"dme-miR-2a-3p"	2	0.45121661114544	1.3511826544021	0.819906673102576
"dme-miR-2b-3p"	2	0.45121661114544	1.3511826544021	0.819906673102576
"dme-miR-2c-3p"	2	0.45121661114544	1.3511826544021	0.819906673102576
"dme-miR-283-3p"	3	0.456756710851173	1.23871237458194	0.820429894146989
"dme-miR-6-3p"	2	0.460077123970916	1.3270887166236	0.820564982493163
"dme-miR-998-5p"	2	0.473561133830318	1.29156171284635	0.82132711038961
"dme-miR-955-5p"	1	0.476068964492364	1.59239875389408	0.821655910262178
"dme-miR-977-5p"	2	0.487520011790713	1.25613496932515	0.822205016504547
"dme-miR-4959-5p"	2	0.49343806263692	1.24150485436893	0.822310971421228
"dme-miR-961-5p"	2	0.496055699408876	1.23510466988728	0.822653338840171
"dme-miR-4940-5p"	1	0.499000874747527	1.48769679300292	0.82306399880447
"dme-miR-4976-3p"	1	0.499000874747527	1.48769679300292	0.82306399880447
"dme-miR-2279-3p"	1	0.504076416328297	1.46574712643678	0.824570043863516
"dme-miR-981-3p"	2	0.51159576556295	1.19796557120501	0.825221967963735
"dme-miR-1000-3p"	2	0.512877778775831	1.19496487119438	0.825546003959857
"dme-miR-4949-3p"	2	0.521161390411934	1.17579777008843	0.826199324322452
"dme-miR-277-5p"	1	0.527758627980888	1.36860215053763	0.826376266055821
"dme-miR-4909-3p"	5	0.530284637965759	1.06313447364762	0.826581220295606
"dme-miR-1008-3p"	1	0.531598419100642	1.3536170212766	0.826707059602356
"dme-miR-989-5p"	1	0.535408180326182	1.33894736842105	0.827831892537115
"dme-miR-4956-5p"	1	0.535408180326182	1.33894736842105	0.827831892537115
"dme-miR-4955-3p"	1	0.538245929875832	1.32814621409922	0.828673848498178
"dme-miR-274-5p"	2	0.544260127209835	1.12426253687316	0.829453027708593
"dme-miR-276a-3p"	1	0.552186495070276	1.27658291457286	0.830133836059597
"dme-miR-276b-3p"	1	0.552186495070276	1.27658291457286	0.830133836059597
"dme-miR-124-5p"	1	0.55583507999827	1.26348258706468	0.830304437138809
"dme-miR-79-5p"	2	0.560659872075184	1.08924095954171	0.830990315824875
"dme-miR-1014-3p"	4	0.568987486732881	1.0199064306027	0.831412241032836
"dme-miR-312-5p"	1	0.571902970605067	1.20761904761905	0.831793238195049
"dme-miR-2499-3p"	1	0.574526024433124	1.1987706855792	0.832500137632127
"dme-miR-4949-5p"	1	0.578863473879352	1.18429906542056	0.833244977678572
"dme-miR-9383-3p"	1	0.579725846853863	1.18144522144522	0.833983222713865
"dme-miR-954-5p"	1	0.585715089717806	1.16183486238532	0.834714959943082
"dme-miR-263b-5p"	2	0.586541554032026	1.03632478632479	0.834858541418051
"dme-miR-31b-5p"	1	0.586563967298439	1.15908466819222	0.835447926152386
"dme-miR-4971-5p"	1	0.589100577112445	1.15090909090909	0.836159252183405
"dme-miR-31b-3p"	1	0.590783329424837	1.14552036199095	0.836871974083919
"dme-miR-4965-5p"	1	0.591622218758341	1.14284424379232	0.837578522021457
"dme-miR-9b-3p"	1	0.59329503944735	1.13752808988764	0.838278975873265
"dme-miR-955-3p"	4	0.593857741151599	0.985167698543495	0.838973414144591
"dme-miR-288-3p"	2	0.594554459735631	1.02047522750253	0.839661913998019
"dme-miR-310-5p"	1	0.594961270363212	1.13225950782998	0.840344551282051
"dme-miR-137-3p"	3	0.595722445208554	0.992229903445124	0.841021400558961
"dme-miR-31a-5p"	1	0.595791922435799	1.12964285714286	0.841692535131945
"dme-miR-7-5p"	1	0.599920673118199	1.11673289183223	0.842358027071588
"dme-miR-31a-3p"	1	0.601560793197929	1.11164835164835	0.843017947241658
"dme-miR-979-3p"	1	0.604821659613013	1.10161220043573	0.843672365324268
"dme-miR-972-3p"	3	0.60595650933664	0.976233385897725	0.844321349844398
