miRNAs	n_geneset	hyper_pval	OR
dme-miR-277-5p	1	0.5277586279808882	1.3686021505376345
dme-miR-1012-5p	0		
dme-miR-6-2-5p	0		
dme-miR-6-3-5p	0		
dme-miR-308-5p	0		
dme-miR-2a-2-5p	1	0.657899667958254	0.9505482041587902
dme-miR-990-5p	0		
dme-miR-4961-5p	0		
dme-miR-3-5p	2	0.3502518237281486	1.6802638664512655
dme-miR-4944-5p	5	0.061901096858803045	2.6051569214741503
dme-miR-958-3p	0		
dme-miR-998-5p	2	0.4735611338303176	1.2915617128463477
dme-miR-284-3p	0		
dme-miR-977-3p	0		
dme-miR-969-3p	2	0.35829824688124556	1.6494708994708995
dme-miR-959-5p	1	0.6315219989618921	1.0228803245436104
dme-miR-2498-3p	1	0.6360500907704707	1.0101002004008015
dme-miR-3641-3p	1	0.8445428729443797	0.5390055248618785
dme-miR-967-5p	0		
dme-miR-12-3p	0		
dme-miR-9388-3p	0		
dme-miR-303-5p	2	0.6085941640189709	0.9932610124917817
dme-miR-iab-8-5p	0		
dme-miR-964-5p	3	0.400340788721088	1.36187583064363
dme-miR-2496-5p	3	0.12181713584109871	2.6434217955957084
dme-miR-2282-3p	0		
dme-miR-2499-5p	1	0.6160338193602639	1.0678224101479916
dme-miR-4986-3p	0		
dme-miR-219-3p	2	0.27098970894492547	2.048828125
dme-miR-9369-5p	0		
dme-miR-992-3p	4	0.05332923758242909	3.103448275862069
dme-miR-983-3p	3	0.28884260807903056	1.6777087646652864
dme-miR-4972-3p	2	0.7098154820638959	0.8136811832374692
dme-miR-2491-3p	0		
dme-miR-87-3p	1	0.7383026133994588	0.7563525835866262
dme-miR-11-5p	1	0.7691818523499492	0.6898050139275766
dme-miR-316-3p	0		
dme-miR-34-3p	0		
dme-miR-932-5p	1	0.8491124094813818	0.5301849836779108
dme-miR-281-1-5p	1	0.6337927742538105	1.0164516129032257
dme-miR-2281-3p	4	0.08140601225337032	2.6638427283588575
dme-miR-958-5p	4	0.04367703351100348	3.3260141919935733
dme-miR-9382-3p	0		
dme-miR-4915-5p	1	0.7930825297902204	0.6405194805194805
dme-miR-962-5p	1	0.7567669644743931	0.7161327561327562
dme-miR-31a-5p	1	0.5957919224357989	1.1296428571428572
dme-miR-31b-5p	1	0.5865639672984386	1.1590846681922198
dme-miR-9384-5p	2	0.269501467403813	2.05718954248366
dme-miR-305-3p	1	0.612861948275822	1.0772707889125799
dme-miR-275-5p	0		
dme-miR-4952-5p	0		
dme-miR-193-3p	2	0.1067533961453625	3.8154761904761907
dme-miR-288-3p	2	0.5945544597356307	1.0204752275025277
dme-miR-2b-1-5p	2	0.6582817972723922	0.9019253910950662
dme-miR-2b-2-5p	1	0.8986034141796568	0.4346376811594203
dme-miR-4908-3p	4	0.04269433706967827	3.35203668734826
dme-miR-4956-5p	1	0.5354081803261816	1.3389473684210527
dme-miR-2a-2/2c	0		
dme-miR-1008-3p	1	0.531598419100642	1.3536170212765957
dme-miR-4964-3p	0		
dme-miR-279-5p	5	0.03603726110376032	3.0659806295399514
dme-miR-4987-5p	1	0.7956819830201449	0.6352577319587629
dme-miR-996-5p	1	0.6191806945461714	1.0585324947589099
dme-miR-4962-5p	1	0.6529171782323097	0.9638314176245211
dme-miR-14-5p	0		
dme-miR-985-5p	0		
dme-miR-92a-3p	1	0.9377178290119518	0.35487565938206483
dme-miR-92b-3p	1	0.9374424437012223	0.35547169811320756
dme-miR-310-3p	1	0.935339409176805	0.36
dme-miR-311-3p	1	0.937992048476882	0.35428141459744167
dme-miR-312-3p	2	0.7585216114880918	0.7343945068664169
dme-miR-313-3p	1	0.9385370087932883	0.3530982745686422
dme-miR-1007-5p	2	0.33776343152871213	1.7300664451827243
dme-miR-4918-5p	1	0.7034712871637679	0.8362541806020067
dme-miR-4912-5p	0		
dme-miR-304-5p	0		
dme-miR-971-5p	1	0.7316672116204069	0.7711455108359133
dme-miR-125-5p	0		
dme-miR-976-3p	3	0.4497258572750402	1.2531244499207885
dme-miR-993-3p	0		
dme-miR-988-3p	1	0.40105678657306454	2.014901960784314
dme-miR-252-3p	4	0.03512574561179007	3.5809277610225476
dme-miR-1015-3p	0		
dme-miR-313-5p	2	0.3590282913100065	1.6467247754886423
dme-miR-iab-4-3p	1	0.7809862384870345	0.6652489905787349
dme-miR-4970-5p	2	0.16512224573931988	2.8912352406902815
dme-miR-4962-3p	0		
dme-miR-4957-5p	0		
dme-miR-4940-3p	0		
dme-miR-975-5p	3	0.3188634352074669	1.5799712756234496
dme-miR-13b-2-5p	0		
dme-miR-983-5p	3	0.3647013831761685	1.4502272453042673
dme-miR-375-3p	7	0.018620295901812776	3.0137203555489984
dme-miR-4957-3p	0		
dme-miR-4919-5p	0		
dme-miR-9376-5p	0		
dme-miR-984-3p	0		
dme-miR-980-3p	0		
dme-miR-4968-5p	0		
dme-miR-4976-3p	1	0.49900087474752686	1.4876967930029155
dme-miR-307a-5p	0		
dme-miR-9383-5p	0		
dme-miR-190-3p	0		
dme-miR-979-3p	1	0.6048216596130132	1.1016122004357298
dme-miR-9376-3p	0		
dme-miR-976-5p	1	0.8522969951737784	0.5240473627556512
dme-miR-306-5p	1	0.37383341725544905	2.2089270386266096
dme-miR-9380-5p	2	0.22650908346309323	2.331858407079646
dme-miR-4981-3p	2	0.1334923767751352	3.317497403946002
dme-miR-4942-3p	0		
dme-miR-9375-3p	0		
dme-miR-4948-5p	0		
dme-miR-974-5p	0		
dme-miR-276a-5p	1	0.3212588624548182	2.675025906735751
dme-miR-276b-5p	1	0.3212588624548182	2.675025906735751
dme-miR-2535b-3p	0		
dme-miR-970-5p	0		
dme-miR-282-3p	0		
dme-miR-307b-5p	0		
dme-miR-2490-5p	0		
dme-miR-9370-3p	2	0.10549136947518516	3.843525179856115
dme-miR-9385-3p	0		
dme-miR-286-5p	1	0.7107761362406977	0.819016393442623
dme-miR-219-5p	1	0.8122262072557764	0.602156862745098
dme-miR-1010-5p	1	0.7437113260754644	0.7444311377245509
dme-miR-184-5p	3	0.2100752480229902	2.008107961038254
dme-miR-929-3p	0		
dme-miR-100-3p	0		
dme-miR-4971-5p	1	0.5891005771124449	1.1509090909090909
dme-miR-311-5p	0		
dme-miR-1016-3p	0		
dme-miR-991-5p	1	0.7101740689509326	0.8204269293924467
dme-miR-969-5p	1	0.6215245612308455	1.0516666666666667
dme-miR-306-3p	0		
dme-miR-4951-5p	2	0.08180612622647311	4.4843096234309625
dme-miR-999-5p	1	0.6514808416371747	0.9676923076923077
dme-miR-184-3p	0		
dme-miR-92a-5p	0		
dme-miR-4969-3p	1	0.2659276264757257	3.3625974025974026
dme-miR-2496-3p	0		
dme-miR-963-5p	4	0.0033161315899023504	7.403590040532715
dme-miR-275-3p	0		
dme-miR-375-5p	1	0.6471374575933191	0.9794552529182879
dme-miR-307b-3p	0		
dme-miR-960-3p	1	0.4476653901361982	1.736271186440678
dme-miR-1007-3p	0		
dme-miR-992-5p	0		
dme-miR-4987-3p	0		
dme-miR-9385-5p	1	0.6375475291777679	1.0059081836327346
dme-miR-982-5p	0		
dme-miR-2495-3p	1	0.2688676445878527	3.318974358974359
dme-miR-4952-3p	0		
dme-miR-994-5p	1	0.7552347304874063	0.7194202898550724
dme-miR-2500-5p	1	0.7277221665268592	0.7800312989045384
dme-miR-87-5p	0		
dme-miR-282-5p	1	0.3018743965549395	2.887374301675978
dme-miR-4954-5p	0		
dme-miR-957-3p	0		
dme-miR-4974-5p	0		
dme-miR-4941-5p	0		
dme-miR-986-3p	1	0.42481486159109577	1.8654545454545455
dme-miR-285-3p	1	0.3519862420387982	2.385925925925926
dme-miR-995-3p	1	0.35329140570112855	2.374746543778802
dme-miR-998-3p	1	0.3662047850536503	2.2683700440528636
dme-miR-100-5p	1	0.1402578869045541	6.946666666666666
