miRNAs	n_geneset	OR	hyper_pval	rFDRc_q
dme-miR-2283-5p	7	15.59498031496063	0.0016088509034265	0.108580666793355
dme-miR-2489-5p	1	1.3659995399125835	0.548493649383209	0.598727694175019
dme-miR-2490-3p	1	2.4854738529352836	0.36083923092714	0.534500690383156
dme-miR-2491-5p	2	3.3350111856823266	0.160564706023387	0.495169135459928
dme-miR-2492-3p	4	2.892581602373887	0.123704614604748	0.459371523295006
dme-miR-2493-3p	1	2.187988628287136	0.397682842566143	0.538840498934671
dme-miR-2496-5p	1	2.8895053166897826	0.321172611690522	0.530238656756067
dme-miR-2497-3p	1	1.5378603459320948	0.508847318106021	0.585631103390978
dme-miR-2497-5p	3	8.562747380675203	0.012220505088643	0.200456888989357
dme-miR-2499-3p	1	4.287402904424181	0.230991289440837	0.519153699831506
dme-miR-2500-3p	3	2.893475366178429	0.144968616278872	0.474499898594714
dme-miR-2501-3p	2	7.51705565529623	0.0428083938019099	0.308593455188246
dme-miR-2501-5p	1	0.8171838407494145	0.725009639435241	0.635584755382986
dme-miR-252-3p	2	6.552755905511811	0.0546975050195304	0.334683927636116
dme-miR-252-5p	4	7.978781656399726	0.00743282045345533	0.188489209704647
dme-miR-263b-3p	3	8.562747380675203	0.0122595140621283	0.201996060144638
dme-miR-274-3p	2	1.6327937649880095	0.404668835595866	0.54051046197615
dme-miR-274-5p	1	1.927861089187056	0.435241171921083	0.547633091655584
dme-miR-277-3p	2	1.777027027027027	0.36821727861469	0.537063067480396
dme-miR-279-5p	2	4.284054910242872	0.10957448815864	0.435235454457413
dme-miR-280-5p	3	2.03678391959799	0.267592767796356	0.522934495952819
dme-miR-281-2-5p	1	4.518834399431414	0.220297700744727	0.517630477870421
dme-miR-283-3p	1	1.356342857142857	0.550913474303609	0.601248298143884
dme-miR-283-5p	1	1.1363237445148708	0.611837481173378	0.618043252880105
dme-miR-288-3p	1	1.7500721500721501	0.467239842320303	0.55698695627048
dme-miR-289-5p	5	3.35361653272101	0.0868456384200921	0.419170588244191
dme-miR-2a-1-5p	2	4.658295281582953	0.095549835813537	0.42518481604102
dme-miR-2a-2-5p	1	3.3996759384283015	0.281192199231254	0.525016352441
dme-miR-3-5p	1	2.8797235023041474	0.322038497386548	0.531699884634556
dme-miR-303-3p	4	4.756033347959631	0.0354088030056532	0.260428885135794
dme-miR-303-5p	2	3.9789612097304405	0.122352793361859	0.459077202050373
dme-miR-309-5p	1	2.1707231040564374	0.400408475294173	0.539271628754888
dme-miR-313-5p	1	2.8223327305605785	0.327213545618687	0.531871517500403
dme-miR-314-5p	2	2.5227520139342476	0.237978452694723	0.519691885348433
dme-miR-315-3p	2	3.0354391371340523	0.184557475715817	0.510174650780028
dme-miR-315-5p	1	0.5691489361702128	0.833156352615724	0.64175448267271
dme-miR-316-5p	1	1.4684928141505957	0.524613047229343	0.588318364694649
dme-miR-318-5p	1	3.546119235095613	0.271572351229493	0.523331000247468
dme-miR-33-3p	6	14.036363636363637	0.000605749689616416	0.10676265330338
dme-miR-33-5p	3	3.7872909698996655	0.084406694941022	0.415467918446591
dme-miR-3641-5p	1	2.048955722639933	0.416536783868215	0.544814928369006
dme-miR-3642-5p	1	2.478121878121878	0.361250068634541	0.535642211964831
dme-miR-3643-3p	1	3.1564386317907447	0.298763061258616	0.527552833391609
dme-miR-3644-3p	1	0.9316841415465269	0.679819241907765	0.627020127305185
dme-miR-3645-3p	1	1.37332408691632	0.546062423192266	0.59358966778459
dme-miR-3645-5p	1	2.549671592775041	0.353404509156098	0.533642545345584
dme-miR-375-3p	2	2.7202048417132216	0.21502824692413	0.516162193618858
dme-miR-4-3p	1	1.3491810737033667	0.553922292245728	0.603737435034139
dme-miR-4-5p	1	0.9335357347993763	0.679370082177633	0.624815698793469
dme-miR-4909-3p	2	1.488611111111111	0.446360865304557	0.549569196859294
dme-miR-4910-5p	3	2.037667560321716	0.267046939448327	0.522812930059555
dme-miR-4911-3p	1	0.5667225618001839	0.834546971801754	0.64376489594326
dme-miR-4913-3p	1	2.865168539325843	0.322038497386548	0.531699884634556
dme-miR-4916-3p	3	3.2263490520175013	0.117270890575399	0.446798786254361
dme-miR-4917-3p	1	3.460989010989011	0.276625274236427	0.52436852785094
dme-miR-4939-3p	1	7.353142857142857	0.142792446586287	0.465370188318621
dme-miR-4941-3p	2	11.516711833785005	0.0199273976169415	0.214230925665714
dme-miR-4943-5p	7	5.592704333516182	0.0675813884226753	0.373169239699799
dme-miR-4944-3p	3	4.375221238938053	0.0621534579219301	0.355678930780705
dme-miR-4944-5p	3	6.561783439490446	0.0239701584565318	0.237851239753091
dme-miR-4945-5p	2	2.543421052631579	0.235385336630228	0.519282666871844
dme-miR-4946-5p	1	0.5410844629822732	0.847319117330797	0.645135543669983
dme-miR-4951-5p	2	17.96234309623431	0.00869264943364419	0.193925506904858
dme-miR-4953-3p	6	5.790261335715881	0.0222162939728116	0.225685008282897
dme-miR-4954-3p	1	3.819087888855331	0.254348767762757	0.521368625084363
dme-miR-4955-3p	1	4.750093248787766	0.210957849959649	0.515990509419232
dme-miR-4958-3p	1	7.353142857142857	0.142792446586287	0.465370188318621
dme-miR-4958-5p	1	3.3147074327886137	0.287543503603173	0.525238473510547
dme-miR-4961-3p	3	2.087196995561625	0.256552076487324	0.522562921333821
dme-miR-4963-3p	2	3.0406378600823047	0.183881026518299	0.508676053766643
dme-miR-4963-5p	1	1.2141305472225095	0.58979271954364	0.615731111840064
dme-miR-4966-3p	1	2.0854425004246644	0.411585754191652	0.543851833773374
dme-miR-4967-5p	3	2.918462226195798	0.142624928430101	0.463997771249601
dme-miR-4969-5p	1	1.5987785448751992	0.494971627351579	0.575134915536375
dme-miR-4970-5p	1	4.949534161490683	0.204013355474039	0.51494395239743
dme-miR-4973-3p	1	3.4198804997284085	0.279824778293735	0.524532908974232
dme-miR-4973-5p	1	4.4056865464632455	0.225660647225265	0.518623457108011
dme-miR-4974-3p	2	0.8692702603593693	0.697266898286841	0.631352176767259
dme-miR-4975-5p	3	3.8669693530079456	0.0805529764777186	0.412060010435203
dme-miR-4977-3p	2	7.824626865671642	0.0399171333032424	0.300809383692669
dme-miR-4977-5p	2	1.1126543209876543	0.582365819837221	0.613390809129474
dme-miR-4979-3p	1	1.6368199701533035	0.487906052987797	0.570083194384128
dme-miR-4979-5p	4	3.2953503601833662	0.0915859441030986	0.421124502087838
dme-miR-4982-3p	1	2.9242459667991585	0.317264139807532	0.529502544104514
dme-miR-4982-5p	2	2.493212669683258	0.242229955167751	0.520167242916086
dme-miR-4983-3p	2	2.0482933914306463	0.310936582567789	0.52855241974213
dme-miR-4984-3p	2	2.1596351197263397	0.29070809387036	0.526042189479249
dme-miR-4984-5p	1	3.055095075572891	0.306303767918833	0.527838533586407
dme-miR-4985-5p	2	3.791823899371069	0.132205937513308	0.461226486303945
dme-miR-7-3p	6	6.799302788844622	0.0125761163893087	0.204050893630847
dme-miR-8-3p	2	3.567350579839429	0.144605832230664	0.469843694518411
dme-miR-8-5p	1	1.8318530784284208	0.450905146356616	0.552783523392907
dme-miR-929-5p	2	3.1480891719745223	0.174913785757821	0.505156208206825
dme-miR-92b-5p	1	7.177455357142857	0.145975021301562	0.478109507205696
dme-miR-9369-3p	3	2.265234801601747	0.224065103105828	0.518444170601147
dme-miR-9370-5p	2	3.1124244812188073	0.177817285042576	0.506763762215122
dme-miR-9371-3p	2	2.5856697819314642	0.230680885279076	0.518997368113471
dme-miR-9372-5p	1	1.4533949866147482	0.528090798411867	0.590970997823394
dme-miR-9373-5p	2	1.8238776517020228	0.357421264993596	0.534220942599016
dme-miR-9374-5p	1	2.794446932377967	0.329788083188365	0.532045703897345
dme-miR-9378-5p	1	3.8107293550331525	0.256227795030976	0.522405693009494
dme-miR-9379-5p	1	2.7761459724076545	0.330644344597793	0.5326659748867
dme-miR-9380-3p	2	10.936426116838488	0.0217848945053179	0.21877775783365
dme-miR-9383-3p	1	4.225441225441226	0.233403674710513	0.519175272953214
dme-miR-9384-3p	2	1.9937910235941103	0.321785469643506	0.530519297413561
dme-miR-9388-5p	2	1.151947463768116	0.565901276900814	0.611021827113167
dme-miR-954-3p	1	2.0854425004246644	0.411203387680697	0.542448948685064
dme-miR-956-5p	3	3.1731543624161076	0.120777911730908	0.456619359965683
dme-miR-957-5p	4	3.970822281167109	0.0573898921068458	0.346161977630707
dme-miR-959-3p	1	2.6334391534391535	0.344214947395479	0.533067355772638
dme-miR-959-5p	1	3.658359895682411	0.263702537125094	0.522755955268205
dme-miR-960-5p	1	2.431318681318681	0.36656997057057	0.535975354415962
dme-miR-961-3p	2	1.598910001472971	0.413879180265981	0.544466802274149
dme-miR-963-3p	1	3.038806694154742	0.308508075773651	0.528236140515443
dme-miR-964-3p	4	6.259546209186497	0.0158890287356211	0.21103467246617
dme-miR-964-5p	2	3.482257126236184	0.150593814442945	0.480367356364124
dme-miR-966-5p	2	4.498342541436464	0.101430045183666	0.426264164429912
dme-miR-967-3p	1	1.034278535534817	0.645790566936115	0.622585058947169
dme-miR-968-3p	2	3.3912549687677456	0.156643949610069	0.482708735762615
dme-miR-968-5p	1	2.3895752895752898	0.371446197527751	0.537461063301116
dme-miR-969-5p	1	3.761309523809524	0.257634345206285	0.522692979400429
dme-miR-970-3p	1	3.1680969207470975	0.297424929582968	0.526507231714734
dme-miR-972-3p	1	1.0693032711143966	0.632838586165791	0.620327737502754
dme-miR-972-5p	4	2.0204927469491136	0.254510908863464	0.522067552578321
dme-miR-973-3p	3	11.736677115987462	0.00537948423359714	0.151105060245599
dme-miR-973-5p	1	2.106842737094838	0.40928829215358	0.54210779248412
dme-miR-974-3p	2	2.87008547008547	0.199337663167568	0.513793317162563
dme-miR-976-3p	1	1.372098394733803	0.547886913494371	0.596175022666926
dme-miR-977-5p	1	2.1537114845938374	0.401961129064163	0.539845157461242
dme-miR-978-5p	1	2.975279296410744	0.312898312047613	0.529270016920336
dme-miR-980-5p	4	3.181702263308894	0.0993072246016909	0.425624895290829
dme-miR-981-3p	1	2.0540947914922123	0.416536783868215	0.544814928369006
dme-miR-982-3p	1	1.9347481786506178	0.43487228959912	0.547109540004164
dme-miR-983-3p	3	7.728888888888889	0.0159431090709239	0.211914345109002
dme-miR-985-3p	3	2.3216035634743877	0.215986330946493	0.516294453544334
dme-miR-987-5p	1	928	0.68161038011939	0.629198803759714
dme-miR-988-5p	1	1.7052690898844745	0.474554513446045	0.561671466649675
dme-miR-989-3p	2	7.4058997050147495	0.043790138134711	0.314548031779555
dme-miR-989-5p	1	4.788721804511278	0.209969036705207	0.515838884464368
dme-miR-991-3p	1	0.869021906818883	0.704946917620237	0.633480684578719
dme-miR-991-5p	1	2.9343185550082103	0.31682865208615	0.529484055305789
dme-miR-992-3p	1	2.431318681318681	0.36656997057057	0.535975354415962
dme-miR-994-3p	1	1.9794531629186216	0.427450236188222	0.546802492941249
dme-miR-997-3p	1	4.040178571428571	0.242987128526637	0.520544551756744
dme-miR-999-3p	1	2.1204278812974464	0.406212801668718	0.540632037052659
dme-miR-9b-3p	1	4.068378812199037	0.241078869034271	0.519855472934473
dme-miR-9c-3p	1	1.5638823835545148	0.504588558148355	0.582908531430637
dme-miR-iab-8-3p	1	2.2025746468800285	0.394946374532986	0.538329236142309
