miRNAs	n_geneset	OR	hyper_pval	rFDRc_q
dme-miR-1006-3p	3	0.8415195132809022	0.697961995316905	0.862598515737656
dme-miR-963-3p	1	0.8496434634974533	0.698738785039687	0.863100122785693
dme-miR-4918-5p	1	0.8362541806020067	0.702459338092628	0.863598080751366
dme-miR-10-3p	3	0.831668625146886	0.704883139432237	0.864092429309821
dme-miR-4972-3p	2	0.8136811832374692	0.710104958875258	0.864583207563116
dme-miR-286-5p	1	0.819016393442623	0.710369570500668	0.86551674714013
dme-miR-991-5p	1	0.8204269293924467	0.710369570500668	0.86551674714013
dme-miR-137-5p	1	0.8078964401294498	0.715727008994343	0.866034503131277
dme-miR-4956-3p	1	0.8051612903225807	0.716316363723322	0.866511380078995
dme-miR-6-1-5p	1	0.802443729903537	0.717491550612671	0.866984873988735
dme-miR-5-5p	1	0.7904278922345483	0.722722211893324	0.86745502073297
dme-miR-4-3p	2	0.7865205843293492	0.727359557258315	0.868349522896668
dme-miR-929-5p	2	0.785828025477707	0.727359557258315	0.868349522896668
dme-miR-2500-5p	1	0.7800312989045384	0.72785968554276	0.869267446289269
dme-miR-9374-5p	1	0.7813166144200627	0.72785968554276	0.869267446289269
dme-miR-9379-5p	1	0.7761993769470406	0.728988852215563	0.869756767622621
dme-miR-971-5p	1	0.7711455108359133	0.731792094291628	0.870207557004702
dme-miR-87-3p	1	0.7563525835866262	0.738406584499937	0.871065420150427
dme-miR-9371-5p	1	0.7563525835866262	0.738406584499937	0.871065420150427
dme-miR-1010-5p	1	0.7444311377245509	0.743264223426851	0.871541394631354
dme-miR-4963-3p	2	0.7590020576131687	0.743787959635229	0.871979935768565
dme-miR-315-3p	2	0.7577041602465331	0.744987331028404	0.872415492844552
dme-miR-994-5p	1	0.7194202898550724	0.755287357685799	0.872848096213714
dme-miR-962-5p	1	0.7161327561327562	0.756306870063847	0.873277775820149
dme-miR-3645-5p	1	0.7128735632183908	0.757828484643277	0.873704561204561
dme-miR-312-3p	2	0.7343945068664169	0.758647944410735	0.874128481511032
dme-miR-2490-3p	1	0.6949228611500702	0.766768114319103	0.874549565493652
dme-miR-3642-5p	1	0.6928671328671329	0.767255341455037	0.874967841523025
dme-miR-1-3p	1	0.6908228730822873	0.768711157868924	0.876142421934501
dme-miR-11-5p	1	0.6898050139275766	0.768711157868924	0.876142421934501
dme-miR-3644-5p	1	0.6898050139275766	0.768711157868924	0.876142421934501
dme-miR-4914-5p	1	0.6817630853994491	0.772550655396779	0.876613420451357
dme-miR-iab-4-3p	1	0.6652489905787349	0.781425408334709	0.877018069290502
dme-miR-iab-4-5p	1	0.6458638743455497	0.790407231809466	0.877420072694904
dme-miR-4915-5p	1	0.6405194805194805	0.793466190630488	0.877819456522273
dme-miR-190-5p	1	0.6343886743886744	0.796482197611973	0.878579960250369
dme-miR-4987-5p	1	0.6352577319587629	0.796482197611973	0.878579960250369
dme-miR-iab-8-3p	1	0.615819774718398	0.804867824192248	0.879002144113325
dme-miR-219-5p	1	0.602156862745098	0.812130015762979	0.879391301572611
dme-miR-973-5p	1	0.5890516206482593	0.819513500614301	0.879777963812097
dme-miR-314-3p	1	0.5801183431952662	0.823286650800456	0.880162154753578
dme-miR-987-3p	1	0.5547786606129398	0.83590447270277	0.880543898014035
dme-miR-3641-3p	1	0.5390055248618785	0.844712103769929	0.880923216910478
dme-miR-2494-5p	1	0.5339320920043812	0.846679104315466	0.881300134464691
dme-miR-932-5p	1	0.5301849836779108	0.849584751081437	0.881674673407892
dme-miR-976-5p	1	0.5240473627556512	0.851492354142975	0.8820468561853
dme-miR-304-3p	1	0.4524812030075188	0.889226383273356	0.882416704960622
dme-miR-1006-5p	1	0.44073394495412843	0.896159906713064	0.882784241620449
dme-miR-2b-2-5p	1	0.4346376811594203	0.897937172028661	0.883149487778576
dme-miR-79-3p	1	0.4337793851717902	0.899901634272576	0.883512464780243
dme-miR-9a-3p	1	0.4333514001806685	0.900117649976174	0.88387319370628
dme-miR-305-5p	1	0.40595744680851065	0.913048123045909	0.884560426475168
dme-miR-9372-5p	1	0.4063373083475298	0.913048123045909	0.884560426475168
dme-miR-4967-3p	2	0.4565611605670953	0.926618769088777	0.884942098958144
dme-miR-927-5p	1	0.37455696202531646	0.928226725632197	0.885294041243273
dme-miR-1011-3p	1	0.36463320463320464	0.933086631930106	0.885643837031172
dme-miR-310-3p	1	0.36	0.935396342208901	0.885991505899394
dme-miR-2489-3p	2	0.43700349539243727	0.936583180442572	0.886337067188131
dme-miR-92b-3p	1	0.35547169811320756	0.937491933132146	0.886680540003803
dme-miR-92a-3p	1	0.35487565938206483	0.937766357147166	0.887021943222577
dme-miR-311-3p	1	0.35428141459744167	0.938039622559047	0.887361295493826
dme-miR-313-3p	1	0.3530982745686422	0.93858269621862	0.887698615243525
dme-miR-4966-5p	1	0.30748010610079574	0.95852369226059	0.888033920677589
