Gene name	Transcript stable ID	Gene stable ID
GstE11	FBtr0345628	FBgn0034354
GstE11	FBtr0345628	FBgn0034354
oys	FBtr0345630	FBgn0033476
oys	FBtr0345630	FBgn0033476
oys	FBtr0345630	FBgn0033476
CG15824	FBtr0345634	FBgn0031292
CG15824	FBtr0345634	FBgn0031292
Naa20B	FBtr0345636	FBgn0051851
Naa20B	FBtr0345636	FBgn0051851
Naa20B	FBtr0345636	FBgn0051851
CG31872	FBtr0345637	FBgn0051872
CG31872	FBtr0345637	FBgn0051872
CG31872	FBtr0345637	FBgn0051872
LeuRS	FBtr0345640	FBgn0284253
LeuRS	FBtr0345640	FBgn0284253
LeuRS	FBtr0345640	FBgn0284253
CG18568	FBtr0345648	FBgn0033888
CG18568	FBtr0345648	FBgn0033888
CG18568	FBtr0345648	FBgn0033888
CG43110	FBtr0345650	FBgn0262570
CG43110	FBtr0345650	FBgn0262570
CG43110	FBtr0345650	FBgn0262570
Cpr49Af	FBtr0345652	FBgn0033729
Cpr49Af	FBtr0345652	FBgn0033729
Cpr49Af	FBtr0345652	FBgn0033729
CG43187	FBtr0345656	FBgn0262816
CG43187	FBtr0345656	FBgn0262816
CG43187	FBtr0345656	FBgn0262816
Jon44E	FBtr0345661	FBgn0001285
Jon44E	FBtr0345661	FBgn0001285
Jon44E	FBtr0345661	FBgn0001285
CG18870	FBtr0345664	FBgn0042180
CG18870	FBtr0345664	FBgn0042180
CG18870	FBtr0345664	FBgn0042180
CG7881	FBtr0345665	FBgn0033048
CG7881	FBtr0345665	FBgn0033048
CG7881	FBtr0345665	FBgn0033048
Hs3st-A	FBtr0345672	FBgn0053147
Hs3st-A	FBtr0345672	FBgn0053147
Hs3st-A	FBtr0345672	FBgn0053147
inv	FBtr0345673	FBgn0001269
inv	FBtr0345673	FBgn0001269
inv	FBtr0345673	FBgn0001269
Cyp12d1-p	FBtr0345674	FBgn0050489
Cyp12d1-p	FBtr0345674	FBgn0050489
Cyp12d1-p	FBtr0345674	FBgn0050489
Obp56d	FBtr0345676	FBgn0034470
Obp56d	FBtr0345676	FBgn0034470
Obp56d	FBtr0345676	FBgn0034470
uzip	FBtr0345678	FBgn0004055
uzip	FBtr0345678	FBgn0004055
CG3611	FBtr0345679	FBgn0035069
CG3611	FBtr0345679	FBgn0035069
CG10651	FBtr0345683	FBgn0032853
CG10651	FBtr0345683	FBgn0032853
CG10651	FBtr0345683	FBgn0032853
Sfp36F	FBtr0345686	FBgn0261057
Sfp36F	FBtr0345686	FBgn0261057
Sfp36F	FBtr0345686	FBgn0261057
CG6168	FBtr0345692	FBgn0036154
CG6168	FBtr0345692	FBgn0036154
CG6168	FBtr0345692	FBgn0036154
CG8065	FBtr0345693	FBgn0036075
CG8065	FBtr0345693	FBgn0036075
CG8065	FBtr0345693	FBgn0036075
nudE	FBtr0345695	FBgn0036059
nudE	FBtr0345695	FBgn0036059
nudE	FBtr0345695	FBgn0036059
CG8750	FBtr0345696	FBgn0040812
CG8750	FBtr0345696	FBgn0040812
CG8750	FBtr0345696	FBgn0040812
puml	FBtr0345697	FBgn0033226
puml	FBtr0345697	FBgn0033226
puml	FBtr0345697	FBgn0033226
CG42594	FBtr0345704	FBgn0260971
CG42594	FBtr0345704	FBgn0260971
CG42594	FBtr0345704	FBgn0260971
CG42594	FBtr0345704	FBgn0260971
CG12692	FBtr0345705	FBgn0029703
CG12692	FBtr0345705	FBgn0029703
CG12692	FBtr0345705	FBgn0029703
CG12692	FBtr0345705	FBgn0029703
CG15579	FBtr0345707	FBgn0040906
CG15579	FBtr0345707	FBgn0040906
CG15579	FBtr0345707	FBgn0040906
CG15579	FBtr0345707	FBgn0040906
CG18508	FBtr0345708	FBgn0028746
CG18508	FBtr0345708	FBgn0028746
CG18508	FBtr0345708	FBgn0028746
CG18508	FBtr0345708	FBgn0028746
CG2662	FBtr0345709	FBgn0024993
CG2662	FBtr0345709	FBgn0024993
CG2662	FBtr0345709	FBgn0024993
CG2662	FBtr0345709	FBgn0024993
Glos	FBtr0345711	FBgn0029686
Glos	FBtr0345711	FBgn0029686
Glos	FBtr0345711	FBgn0029686
Glos	FBtr0345711	FBgn0029686
CG2938	FBtr0345712	FBgn0029685
CG2938	FBtr0345712	FBgn0029685
CG2938	FBtr0345712	FBgn0029685
CG2938	FBtr0345712	FBgn0029685
Spg7	FBtr0345716	FBgn0024992
Spg7	FBtr0345716	FBgn0024992
Spg7	FBtr0345716	FBgn0024992
Spg7	FBtr0345716	FBgn0024992
Phae1	FBtr0345717	FBgn0263234
Phae1	FBtr0345717	FBgn0263234
Phae1	FBtr0345717	FBgn0263234
Phae2	FBtr0345718	FBgn0263235
Phae2	FBtr0345718	FBgn0263235
Phae2	FBtr0345718	FBgn0263235
CG31705	FBtr0345719	FBgn0028490
CG31705	FBtr0345719	FBgn0028490
CG31705	FBtr0345719	FBgn0028490
CG9527	FBtr0345720	FBgn0031813
CG9527	FBtr0345720	FBgn0031813
CG9527	FBtr0345720	FBgn0031813
CG13138	FBtr0345746	FBgn0032211
CG13138	FBtr0345746	FBgn0032211
CG13138	FBtr0345746	FBgn0032211
CG13284	FBtr0345747	FBgn0032614
CG13284	FBtr0345747	FBgn0032614
CG13284	FBtr0345747	FBgn0032614
CG7251	FBtr0345749	FBgn0031723
CG7251	FBtr0345749	FBgn0031723
CG7251	FBtr0345749	FBgn0031723
CG9021	FBtr0345750	FBgn0031747
CG9021	FBtr0345750	FBgn0031747
CG9021	FBtr0345750	FBgn0031747
LManV	FBtr0345752	FBgn0032068
LManV	FBtr0345752	FBgn0032068
LManV	FBtr0345752	FBgn0032068
CG7778	FBtr0345779	FBgn0032025
CG7778	FBtr0345779	FBgn0032025
CG7778	FBtr0345779	FBgn0032025
CG4151	FBtr0345786	FBgn0029770
CG4151	FBtr0345786	FBgn0029770
CG4151	FBtr0345786	FBgn0029770
CG4151	FBtr0345786	FBgn0029770
RpL35	FBtr0345788	FBgn0029785
RpL35	FBtr0345788	FBgn0029785
RpL35	FBtr0345788	FBgn0029785
RpL35	FBtr0345788	FBgn0029785
GstE8	FBtr0345798	FBgn0063492
GstE8	FBtr0345798	FBgn0063492
GstE8	FBtr0345798	FBgn0063492
CG11141	FBtr0345799	FBgn0033177
CG11141	FBtr0345799	FBgn0033177
CG11141	FBtr0345799	FBgn0033177
CG12164	FBtr0345800	FBgn0033158
CG12164	FBtr0345800	FBgn0033158
CG12164	FBtr0345800	FBgn0033158
CG6337	FBtr0345801	FBgn0033873
CG6337	FBtr0345801	FBgn0033873
CG6337	FBtr0345801	FBgn0033873
Cyp6u1	FBtr0345802	FBgn0033121
Cyp6u1	FBtr0345802	FBgn0033121
Cyp6u1	FBtr0345802	FBgn0033121
CG12974	FBtr0345804	FBgn0037065
CG12974	FBtr0345804	FBgn0037065
CG12974	FBtr0345804	FBgn0037065
CG13023	FBtr0345805	FBgn0036677
CG13023	FBtr0345805	FBgn0036677
CG13023	FBtr0345805	FBgn0036677
CG34451	FBtr0345808	FBgn0085480
CG34451	FBtr0345808	FBgn0085480
CG34451	FBtr0345808	FBgn0085480
CG4186	FBtr0345810	FBgn0040634
CG4186	FBtr0345810	FBgn0040634
CG4186	FBtr0345810	FBgn0040634
Cyp12c1	FBtr0345812	FBgn0036806
Cyp12c1	FBtr0345812	FBgn0036806
Cyp12c1	FBtr0345812	FBgn0036806
Mipp1	FBtr0345813	FBgn0026061
Mipp1	FBtr0345813	FBgn0026061
Mipp1	FBtr0345813	FBgn0026061
CG42676	FBtr0345814	FBgn0261562
CG42676	FBtr0345814	FBgn0261562
CG42676	FBtr0345814	FBgn0261562
MED19	FBtr0345815	FBgn0036761
MED19	FBtr0345815	FBgn0036761
MED19	FBtr0345815	FBgn0036761
Spn77Ba	FBtr0345816	FBgn0262057
Spn77Ba	FBtr0345816	FBgn0262057
Spn77Ba	FBtr0345816	FBgn0262057
IM4	FBtr0345819	FBgn0040653
IM4	FBtr0345819	FBgn0040653
IM4	FBtr0345819	FBgn0040653
CG3288	FBtr0345826	FBgn0037030
CG3288	FBtr0345826	FBgn0037030
CG3288	FBtr0345826	FBgn0037030
CG45413	FBtr0345862	FBgn0266962
CG45413	FBtr0345862	FBgn0266962
CG45413	FBtr0345862	FBgn0266962
Cyp317a1	FBtr0345873	FBgn0033982
Cyp317a1	FBtr0345873	FBgn0033982
Cyp317a1	FBtr0345873	FBgn0033982
CG45428	FBtr0345874	FBgn0266977
CG45428	FBtr0345874	FBgn0266977
CG45428	FBtr0345874	FBgn0266977
CG11309	FBtr0345883	FBgn0037070
CG11309	FBtr0345883	FBgn0037070
CG11309	FBtr0345883	FBgn0037070
CG33687	FBtr0345888	FBgn0053687
CG33687	FBtr0345888	FBgn0053687
CG33687	FBtr0345888	FBgn0053687
Ubi-p5E	FBtr0345892	FBgn0086558
Ubi-p5E	FBtr0345892	FBgn0086558
Ubi-p5E	FBtr0345892	FBgn0086558
Ubi-p5E	FBtr0345892	FBgn0086558
Act5C	FBtr0345894	FBgn0000042
Act5C	FBtr0345894	FBgn0000042
Act5C	FBtr0345894	FBgn0000042
Act5C	FBtr0345894	FBgn0000042
raptor	FBtr0345895	FBgn0029840
raptor	FBtr0345895	FBgn0029840
raptor	FBtr0345895	FBgn0029840
raptor	FBtr0345895	FBgn0029840
Alp9	FBtr0345902	FBgn0035620
Alp9	FBtr0345902	FBgn0035620
Alp9	FBtr0345902	FBgn0035620
CG14431	FBtr0345906	FBgn0029922
CG14431	FBtr0345906	FBgn0029922
CG14431	FBtr0345906	FBgn0029922
CG14431	FBtr0345906	FBgn0029922
CG42705	FBtr0345909	FBgn0261616
CG42705	FBtr0345909	FBgn0261616
CG42705	FBtr0345909	FBgn0261616
CG42705	FBtr0345909	FBgn0261616
CG9657	FBtr0345910	FBgn0029950
CG9657	FBtr0345910	FBgn0029950
CG9657	FBtr0345910	FBgn0029950
CG9657	FBtr0345910	FBgn0029950
vvl	FBtr0345911	FBgn0086680
vvl	FBtr0345911	FBgn0086680
vvl	FBtr0345911	FBgn0086680
syd	FBtr0345912	FBgn0024187
syd	FBtr0345912	FBgn0024187
syd	FBtr0345912	FBgn0024187
CG14207	FBtr0345918	FBgn0031037
CG14207	FBtr0345918	FBgn0031037
CG14207	FBtr0345918	FBgn0031037
CG14207	FBtr0345918	FBgn0031037
CG17450	FBtr0345920	FBgn0040028
CG17450	FBtr0345920	FBgn0040028
Stt3A	FBtr0345923	FBgn0031149
Stt3A	FBtr0345923	FBgn0031149
Stt3A	FBtr0345923	FBgn0031149
Stt3A	FBtr0345923	FBgn0031149
Sdic2	FBtr0345926	FBgn0053497
Sdic2	FBtr0345926	FBgn0053497
Sdic2	FBtr0345926	FBgn0053497
Sdic2	FBtr0345926	FBgn0053497
betaTry	FBtr0345928	FBgn0010357
betaTry	FBtr0345928	FBgn0010357
betaTry	FBtr0345928	FBgn0010357
CG11007	FBtr0345929	FBgn0034455
CG11007	FBtr0345929	FBgn0034455
CG11007	FBtr0345929	FBgn0034455
CG13325	FBtr0345931	FBgn0033792
CG13325	FBtr0345931	FBgn0033792
CG13325	FBtr0345931	FBgn0033792
CG18067	FBtr0345933	FBgn0034512
CG18067	FBtr0345933	FBgn0034512
CG18067	FBtr0345933	FBgn0034512
CG30172	FBtr0345934	FBgn0050172
CG30172	FBtr0345934	FBgn0050172
CG34236	FBtr0345938	FBgn0085265
CG34236	FBtr0345938	FBgn0085265
CG34236	FBtr0345938	FBgn0085265
CG43236	FBtr0345941	FBgn0262881
CG43236	FBtr0345941	FBgn0262881
CG43236	FBtr0345941	FBgn0262881
CG43691	FBtr0345942	FBgn0263774
CG43691	FBtr0345942	FBgn0263774
CG43691	FBtr0345942	FBgn0263774
CG44102	FBtr0345944	FBgn0264911
CG44102	FBtr0345944	FBgn0264911
CG44102	FBtr0345944	FBgn0264911
ckn	FBtr0345946	FBgn0033987
ckn	FBtr0345946	FBgn0033987
ckn	FBtr0345946	FBgn0033987
Mctp	FBtr0345950	FBgn0034389
Mctp	FBtr0345950	FBgn0034389
Mctp	FBtr0345950	FBgn0034389
CG10932	FBtr0345982	FBgn0029969
CG10932	FBtr0345982	FBgn0029969
CG10932	FBtr0345982	FBgn0029969
CG10932	FBtr0345982	FBgn0029969
org-1	FBtr0345983	FBgn0021767
org-1	FBtr0345983	FBgn0021767
org-1	FBtr0345983	FBgn0021767
org-1	FBtr0345983	FBgn0021767
GIIIspla2	FBtr0345987	FBgn0030013
GIIIspla2	FBtr0345987	FBgn0030013
GIIIspla2	FBtr0345987	FBgn0030013
GIIIspla2	FBtr0345987	FBgn0030013
Mer	FBtr0345992	FBgn0086384
Mer	FBtr0345992	FBgn0086384
Mer	FBtr0345992	FBgn0086384
Mer	FBtr0345992	FBgn0086384
mamo	FBtr0346003	FBgn0267033
mamo	FBtr0346003	FBgn0267033
mamo	FBtr0346003	FBgn0267033
mamo	FBtr0346003	FBgn0267033
Muc18B	FBtr0346019	FBgn0031000
Muc18B	FBtr0346019	FBgn0031000
Muc18B	FBtr0346019	FBgn0031000
Muc18B	FBtr0346019	FBgn0031000
CG43784	FBtr0346026	FBgn0264309
CG43784	FBtr0346026	FBgn0264309
CG43784	FBtr0346026	FBgn0264309
CG43784	FBtr0346026	FBgn0264309
CG45494	FBtr0346027	FBgn0267050
CG45494	FBtr0346027	FBgn0267050
CG45494	FBtr0346027	FBgn0267050
CG45494	FBtr0346027	FBgn0267050
CG45493	FBtr0346028	FBgn0267049
CG45493	FBtr0346028	FBgn0267049
CG45493	FBtr0346028	FBgn0267049
CG45493	FBtr0346028	FBgn0267049
CG45492	FBtr0346029	FBgn0267048
CG45492	FBtr0346029	FBgn0267048
CG45492	FBtr0346029	FBgn0267048
CG45492	FBtr0346029	FBgn0267048
CG45491	FBtr0346030	FBgn0267047
CG45491	FBtr0346030	FBgn0267047
CG45491	FBtr0346030	FBgn0267047
CG45491	FBtr0346030	FBgn0267047
CG45490	FBtr0346031	FBgn0267046
CG45490	FBtr0346031	FBgn0267046
CG45490	FBtr0346031	FBgn0267046
CG45490	FBtr0346031	FBgn0267046
CG45489	FBtr0346032	FBgn0267045
CG45489	FBtr0346032	FBgn0267045
CG45489	FBtr0346032	FBgn0267045
CG45489	FBtr0346032	FBgn0267045
CG45488	FBtr0346033	FBgn0267044
CG45488	FBtr0346033	FBgn0267044
CG45488	FBtr0346033	FBgn0267044
CG45488	FBtr0346033	FBgn0267044
CG45487	FBtr0346034	FBgn0267043
CG45487	FBtr0346034	FBgn0267043
CG45487	FBtr0346034	FBgn0267043
CG45487	FBtr0346034	FBgn0267043
CG45486	FBtr0346035	FBgn0267042
CG45486	FBtr0346035	FBgn0267042
CG45486	FBtr0346035	FBgn0267042
CG45486	FBtr0346035	FBgn0267042
CG45154	FBtr0346037	FBgn0266647
CG45154	FBtr0346037	FBgn0266647
CG45154	FBtr0346037	FBgn0266647
CG45154	FBtr0346037	FBgn0266647
Rpp20	FBtr0346040	FBgn0066304
Rpp20	FBtr0346040	FBgn0066304
Rpp20	FBtr0346040	FBgn0066304
Rpp20	FBtr0346040	FBgn0066304
CG33932	FBtr0346041	FBgn0066303
CG33932	FBtr0346041	FBgn0066303
CG33932	FBtr0346041	FBgn0066303
CG33932	FBtr0346041	FBgn0066303
Lsd-2	FBtr0346060	FBgn0030608
Lsd-2	FBtr0346060	FBgn0030608
Lsd-2	FBtr0346060	FBgn0030608
Lsd-2	FBtr0346060	FBgn0030608
Cpr65Au	FBtr0346074	FBgn0042119
Cpr65Au	FBtr0346074	FBgn0042119
Cpr65Au	FBtr0346074	FBgn0042119
CG32488	FBtr0346075	FBgn0052488
CG32488	FBtr0346075	FBgn0052488
CG32488	FBtr0346075	FBgn0052488
CG5704	FBtr0346076	FBgn0026570
CG5704	FBtr0346076	FBgn0026570
CG5704	FBtr0346076	FBgn0026570
Pgant7	FBtr0346082	FBgn0030930
Pgant7	FBtr0346082	FBgn0030930
Pgant7	FBtr0346082	FBgn0030930
Pgant7	FBtr0346082	FBgn0030930
CG33178	FBtr0346085	FBgn0053178
CG33178	FBtr0346085	FBgn0053178
CG33178	FBtr0346085	FBgn0053178
CG33178	FBtr0346085	FBgn0053178
CG5662	FBtr0346086	FBgn0030620
CG5662	FBtr0346086	FBgn0030620
CG5662	FBtr0346086	FBgn0030620
CG5662	FBtr0346086	FBgn0030620
hiw	FBtr0346087	FBgn0030600
hiw	FBtr0346087	FBgn0030600
hiw	FBtr0346087	FBgn0030600
hiw	FBtr0346087	FBgn0030600
Yp3	FBtr0346090	FBgn0004047
Yp3	FBtr0346090	FBgn0004047
Yp3	FBtr0346090	FBgn0004047
Yp3	FBtr0346090	FBgn0004047
CtsB1	FBtr0346091	FBgn0030521
CtsB1	FBtr0346091	FBgn0030521
CtsB1	FBtr0346091	FBgn0030521
CtsB1	FBtr0346091	FBgn0030521
CG31205	FBtr0346092	FBgn0051205
CG31205	FBtr0346092	FBgn0051205
CG31205	FBtr0346092	FBgn0051205
St2	FBtr0346096	FBgn0037665
St2	FBtr0346096	FBgn0037665
St2	FBtr0346096	FBgn0037665
scpr-C	FBtr0346098	FBgn0037879
scpr-C	FBtr0346098	FBgn0037879
scpr-C	FBtr0346098	FBgn0037879
spas	FBtr0346099	FBgn0039141
spas	FBtr0346099	FBgn0039141
spas	FBtr0346099	FBgn0039141
Vha13	FBtr0346100	FBgn0283536
Vha13	FBtr0346100	FBgn0283536
Vha13	FBtr0346100	FBgn0283536
Ugt302K1	FBtr0346101	FBgn0040251
Ugt302K1	FBtr0346101	FBgn0040251
Ugt302K1	FBtr0346101	FBgn0040251
Sdr	FBtr0346103	FBgn0038279
Sdr	FBtr0346103	FBgn0038279
Sdr	FBtr0346103	FBgn0038279
CG33970	FBtr0346107	FBgn0053970
CG33970	FBtr0346107	FBgn0053970
CG33970	FBtr0346107	FBgn0053970
CG4960	FBtr0346108	FBgn0039371
CG4960	FBtr0346108	FBgn0039371
CG4960	FBtr0346108	FBgn0039371
CG6125	FBtr0346109	FBgn0038337
CG6125	FBtr0346109	FBgn0038337
CG6125	FBtr0346109	FBgn0038337
CG6432	FBtr0346110	FBgn0039184
CG6432	FBtr0346110	FBgn0039184
CG6432	FBtr0346110	FBgn0039184
CG7079	FBtr0346111	FBgn0038849
CG7079	FBtr0346111	FBgn0038849
CG7079	FBtr0346111	FBgn0038849
nom	FBtr0346112	FBgn0037617
nom	FBtr0346112	FBgn0037617
nom	FBtr0346112	FBgn0037617
Dic1	FBtr0346113	FBgn0027610
Dic1	FBtr0346113	FBgn0027610
Dic1	FBtr0346113	FBgn0027610
dpr9	FBtr0346114	FBgn0038282
dpr9	FBtr0346114	FBgn0038282
dpr9	FBtr0346114	FBgn0038282
Gfrl	FBtr0346115	FBgn0262869
Gfrl	FBtr0346115	FBgn0262869
Gfrl	FBtr0346115	FBgn0262869
CG12717	FBtr0346120	FBgn0030420
CG12717	FBtr0346120	FBgn0030420
CG12717	FBtr0346120	FBgn0030420
CG12717	FBtr0346120	FBgn0030420
CG32647	FBtr0346126	FBgn0052647
CG32647	FBtr0346126	FBgn0052647
CG32647	FBtr0346126	FBgn0052647
CG32647	FBtr0346126	FBgn0052647
CG43313	FBtr0346130	FBgn0263005
CG43313	FBtr0346130	FBgn0263005
CG43313	FBtr0346130	FBgn0263005
CG43313	FBtr0346130	FBgn0263005
Vha26	FBtr0346137	FBgn0283535
Vha26	FBtr0346137	FBgn0283535
Vha26	FBtr0346137	FBgn0283535
CG1307	FBtr0346140	FBgn0026566
CG1307	FBtr0346140	FBgn0026566
CG1307	FBtr0346140	FBgn0026566
Anp	FBtr0346141	FBgn0000094
Anp	FBtr0346141	FBgn0000094
Anp	FBtr0346141	FBgn0000094
CG14609	FBtr0346144	FBgn0037483
CG14609	FBtr0346144	FBgn0037483
CG14609	FBtr0346144	FBgn0037483
CG14664	FBtr0346146	FBgn0040682
CG14664	FBtr0346146	FBgn0040682
CG14664	FBtr0346146	FBgn0040682
CG15543	FBtr0346147	FBgn0039799
CG15543	FBtr0346147	FBgn0039799
CG17475	FBtr0346149	FBgn0038481
CG17475	FBtr0346149	FBgn0038481
CG17475	FBtr0346149	FBgn0038481
CG31183	FBtr0346151	FBgn0051183
CG31183	FBtr0346151	FBgn0051183
CG31183	FBtr0346151	FBgn0051183
MtnB	FBtr0346153	FBgn0002869
MtnB	FBtr0346153	FBgn0002869
MtnB	FBtr0346153	FBgn0002869
ATPsynD	FBtr0346155	FBgn0016120
ATPsynD	FBtr0346155	FBgn0016120
ATPsynD	FBtr0346155	FBgn0016120
Sec13	FBtr0346160	FBgn0024509
Sec13	FBtr0346160	FBgn0024509
Sec13	FBtr0346160	FBgn0024509
Rbm13	FBtr0346163	FBgn0030067
Rbm13	FBtr0346163	FBgn0030067
Rbm13	FBtr0346163	FBgn0030067
Rbm13	FBtr0346163	FBgn0030067
CG15369	FBtr0346164	FBgn0030105
CG15369	FBtr0346164	FBgn0030105
CG15369	FBtr0346164	FBgn0030105
CG15369	FBtr0346164	FBgn0030105
ric8a	FBtr0346166	FBgn0028292
ric8a	FBtr0346166	FBgn0028292
ric8a	FBtr0346166	FBgn0028292
ric8a	FBtr0346166	FBgn0028292
CG3106	FBtr0346168	FBgn0030148
CG3106	FBtr0346168	FBgn0030148
CG3106	FBtr0346168	FBgn0030148
CG3106	FBtr0346168	FBgn0030148
CG32695	FBtr0346169	FBgn0052695
CG32695	FBtr0346169	FBgn0052695
CG32695	FBtr0346169	FBgn0052695
CG32695	FBtr0346169	FBgn0052695
CG10970	FBtr0346175	FBgn0030078
CG10970	FBtr0346175	FBgn0030078
CG10970	FBtr0346175	FBgn0030078
CG10970	FBtr0346175	FBgn0030078
Ahcy	FBtr0346181	FBgn0014455
Ahcy	FBtr0346181	FBgn0014455
Ahcy	FBtr0346181	FBgn0014455
Ahcy	FBtr0346181	FBgn0014455
CG12998	FBtr0346183	FBgn0030829
CG12998	FBtr0346183	FBgn0030829
CG12998	FBtr0346183	FBgn0030829
CG12998	FBtr0346183	FBgn0030829
CG42807	FBtr0346185	FBgn0261989
CG42807	FBtr0346185	FBgn0261989
CG42807	FBtr0346185	FBgn0261989
CG8188	FBtr0346186	FBgn0030863
CG8188	FBtr0346186	FBgn0030863
CG8188	FBtr0346186	FBgn0030863
CG8188	FBtr0346186	FBgn0030863
CG8206	FBtr0346187	FBgn0030679
CG8206	FBtr0346187	FBgn0030679
CG8206	FBtr0346187	FBgn0030679
CG8206	FBtr0346187	FBgn0030679
Mvd	FBtr0346188	FBgn0030683
Mvd	FBtr0346188	FBgn0030683
Mvd	FBtr0346188	FBgn0030683
Mvd	FBtr0346188	FBgn0030683
CG8578	FBtr0346189	FBgn0030699
CG8578	FBtr0346189	FBgn0030699
CG8578	FBtr0346189	FBgn0030699
CG8578	FBtr0346189	FBgn0030699
Ubr1	FBtr0346190	FBgn0030809
Ubr1	FBtr0346190	FBgn0030809
Ubr1	FBtr0346190	FBgn0030809
Ubr1	FBtr0346190	FBgn0030809
CG9170	FBtr0346191	FBgn0030716
CG9170	FBtr0346191	FBgn0030716
CG9170	FBtr0346191	FBgn0030716
CG9170	FBtr0346191	FBgn0030716
mRpS30	FBtr0346193	FBgn0030692
mRpS30	FBtr0346193	FBgn0030692
mRpS30	FBtr0346193	FBgn0030692
mRpS30	FBtr0346193	FBgn0030692
CG10598	FBtr0346194	FBgn0003057
CG10598	FBtr0346194	FBgn0003057
CG10598	FBtr0346194	FBgn0003057
CG10598	FBtr0346194	FBgn0003057
CG45544	FBtr0346197	FBgn0267104
CG45544	FBtr0346197	FBgn0267104
CG45544	FBtr0346197	FBgn0267104
CG45546	FBtr0346200	FBgn0267106
CG45546	FBtr0346200	FBgn0267106
CG45546	FBtr0346200	FBgn0267106
Act87E	FBtr0346242	FBgn0000046
Act87E	FBtr0346242	FBgn0000046
Act87E	FBtr0346242	FBgn0000046
frma	FBtr0346264	FBgn0029769
frma	FBtr0346264	FBgn0029769
frma	FBtr0346264	FBgn0029769
frma	FBtr0346264	FBgn0029769
Cyp4g15	FBtr0346268	FBgn0030304
Cyp4g15	FBtr0346268	FBgn0030304
Cyp4g15	FBtr0346268	FBgn0030304
Cyp4g15	FBtr0346268	FBgn0030304
CG1394	FBtr0346269	FBgn0030277
CG1394	FBtr0346269	FBgn0030277
CG1394	FBtr0346269	FBgn0030277
CG1394	FBtr0346269	FBgn0030277
CG15208	FBtr0346271	FBgn0030247
CG15208	FBtr0346271	FBgn0030247
CG15208	FBtr0346271	FBgn0030247
CG15208	FBtr0346271	FBgn0030247
CG1552	FBtr0346272	FBgn0030258
CG1552	FBtr0346272	FBgn0030258
CG1552	FBtr0346272	FBgn0030258
CG1552	FBtr0346272	FBgn0030258
sofe	FBtr0346273	FBgn0030242
sofe	FBtr0346273	FBgn0030242
sofe	FBtr0346273	FBgn0030242
sofe	FBtr0346273	FBgn0030242
Vago	FBtr0346279	FBgn0030262
Vago	FBtr0346279	FBgn0030262
Vago	FBtr0346279	FBgn0030262
Vago	FBtr0346279	FBgn0030262
CG32642	FBtr0346281	FBgn0052642
CG32642	FBtr0346281	FBgn0052642
CG32642	FBtr0346281	FBgn0052642
CG32642	FBtr0346281	FBgn0052642
CG45603	FBtr0346284	FBgn0267163
CG45603	FBtr0346284	FBgn0267163
CG45603	FBtr0346284	FBgn0267163
CG45603	FBtr0346284	FBgn0267163
CG15059	FBtr0346294	FBgn0030905
CG15059	FBtr0346294	FBgn0030905
CG15059	FBtr0346294	FBgn0030905
CG15059	FBtr0346294	FBgn0030905
CG15203	FBtr0346297	FBgn0030261
CG15203	FBtr0346297	FBgn0030261
CG15203	FBtr0346297	FBgn0030261
CG15203	FBtr0346297	FBgn0030261
CG4645	FBtr0346316	FBgn0030435
CG4645	FBtr0346316	FBgn0030435
CG4645	FBtr0346316	FBgn0030435
CG4645	FBtr0346316	FBgn0030435
CG43175	FBtr0346322	FBgn0262794
CG43175	FBtr0346322	FBgn0262794
CG43175	FBtr0346322	FBgn0262794
naz	FBtr0346323	FBgn0286852
naz	FBtr0346323	FBgn0286852
naz	FBtr0346323	FBgn0286852
Hmx	FBtr0346339	FBgn0264005
Hmx	FBtr0346339	FBgn0264005
Hmx	FBtr0346339	FBgn0264005
Jon99Ciii	FBtr0346340	FBgn0003357
Jon99Ciii	FBtr0346340	FBgn0003357
Jon99Ciii	FBtr0346340	FBgn0003357
Ms	FBtr0346341	FBgn0011581
Ms	FBtr0346341	FBgn0011581
Ms	FBtr0346341	FBgn0011581
MtnE	FBtr0346342	FBgn0262146
MtnE	FBtr0346342	FBgn0262146
MtnE	FBtr0346342	FBgn0262146
Nlg4	FBtr0346343	FBgn0083975
Nlg4	FBtr0346343	FBgn0083975
Nlg4	FBtr0346343	FBgn0083975
Osi6	FBtr0346344	FBgn0027527
Osi6	FBtr0346344	FBgn0027527
Osi6	FBtr0346344	FBgn0027527
pit	FBtr0346345	FBgn0266581
pit	FBtr0346345	FBgn0266581
pit	FBtr0346345	FBgn0266581
rin	FBtr0346347	FBgn0015778
rin	FBtr0346347	FBgn0015778
rin	FBtr0346347	FBgn0015778
RpII15	FBtr0346348	FBgn0004855
RpII15	FBtr0346348	FBgn0004855
RpII15	FBtr0346348	FBgn0004855
RpS3	FBtr0346349	FBgn0002622
RpS3	FBtr0346349	FBgn0002622
RpS3	FBtr0346349	FBgn0002622
mst	FBtr0346380	FBgn0020272
mst	FBtr0346380	FBgn0020272
whe	FBtr0346383	FBgn0031176
whe	FBtr0346383	FBgn0031176
RpS4	FBtr0346390	FBgn0011284
RpS4	FBtr0346390	FBgn0011284
RpS4	FBtr0346390	FBgn0011284
CG12617	FBtr0346419	FBgn0040996
CG12617	FBtr0346419	FBgn0040996
CG12617	FBtr0346419	FBgn0040996
